elapsed_ms,actual_interval_ms,encoder,delta_counts,command_speed_hz,reference_speed_hz,actual_speed_hz,position_error_arcsec
1833,83.4441639999568,16994723,-5.0,59.42,59.42,9.14311338927663,28.619431426264768
1917,83.39185799923143,16994720,-3.0,59.42,59.42,5.489308942837308,29.757830873032223
2000,83.5120010015089,16994714,-6.0,59.42,59.42,10.96282369923645,30.782165923708888
2084,83.56405199992878,16994711,-3.0,59.42,59.42,5.47799754702405,31.92315528663021
2167,83.51060600034543,16994704,-7.0,59.42,59.42,12.790174632077054,32.908845545715856
2251,83.46503999928245,16994698,-6.0,59.42,59.42,10.968991852850856,33.93247427063335
2334,83.48248999936914,16994693,-5.0,59.42,59.42,9.138915874823157,34.99498926536347
2418,83.41965399995388,16994685,-8.0,59.42,59.42,14.633279646552776,35.94068773401928
2501,83.4316199998284,16994679,-6.0,59.42,59.42,10.97338567502205,36.963813799168726
2585,83.44226200097182,16994672,-7.0,59.42,59.42,12.800650518828936,37.948476117517295
2668,83.41768399986904,16994663,-9.0,59.42,59.42,16.46282838093606,38.855521146202996
2752,83.45646099951409,16994655,-8.0,59.42,59.42,14.62682589676439,39.801773217437
2835,83.4257170008641,16994648,-7.0,59.42,59.42,12.803189145667599,40.786186687609266
